# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.674523651599884033e-02 9.253109097480773926e-01 0.000000000000000000e+00 1.000000000000000000e+00 6.085954979062080383e-02 9.516971111297607422e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.481254577636718750e+00
1.000000000000000000e+03 8.858685381710529327e-03 7.951051928102970123e-03 1.946934879981654376e-08 3.594114969018846750e-04 1.010330300778150558e-02 7.888610474765300751e-03 1.946934879981654376e-08 3.594114969018846750e-04 8.035245537757873535e-01
2.000000000000000000e+03 5.666239652782678604e-03 4.590497352182865143e-03 1.015974362417182419e-06 1.270139473490417004e-04 5.890529137104749680e-03 4.890819545835256577e-03 1.015974362417182419e-06 1.270139473490417004e-04 6.266071200370788574e-01
3.000000000000000000e+03 2.222502138465642929e-03 2.589640207588672638e-03 1.152446543528640177e-06 4.858406100538559258e-05 2.305741189047694206e-03 2.589520998299121857e-03 1.152446543528640177e-06 4.858406100538559258e-05 3.878073394298553467e-01
4.000000000000000000e+03 6.791351479478180408e-04 1.441636239178478718e-03 1.163882643595570698e-05 2.752794898697175086e-06 7.417234592139720917e-04 1.134800259023904800e-03 1.163882643595570698e-05 2.752794898697175086e-06 1.650003790855407715e-01
5.000000000000000000e+03 5.248859815765172243e-05 1.057985864463262260e-04 1.154681683601666009e-07 3.456036097304604482e-07 5.503038119059056044e-05 5.639315349981188774e-05 1.154681683601666009e-07 3.456036097304604482e-07 3.934904187917709351e-02
6.000000000000000000e+03 3.363575524417683482e-05 3.306553116999566555e-05 1.679487127148604486e-06 1.257326687209570082e-07 3.497310171951539814e-05 2.646965367603115737e-05 1.679487127148604486e-06 1.257326687209570082e-07 1.602589711546897888e-02
7.000000000000000000e+03 2.086821223201695830e-05 1.410432832926744595e-05 3.385308700032396700e-10 2.302910218077158788e-08 1.908864942379295826e-05 9.558537385601084679e-06 3.385308700032396700e-10 2.302910218077158788e-08 9.833304211497306824e-03
8.000000000000000000e+03 1.492597402830142528e-05 1.043891552399145439e-05 5.733653551942552440e-08 2.785327524179592729e-12 1.317015448876190931e-05 7.891449058661237359e-06 5.733653551942552440e-08 2.785327524179592729e-12 7.390760816633701324e-03
9.000000000000000000e+03 1.026389691105578095e-05 7.868791726650670171e-06 6.372708583057828946e-09 5.033376737628714181e-08 9.124538337346166372e-06 6.879050033603562042e-06 6.372708583057828946e-09 5.033376737628714181e-08 5.841113626956939697e-03
1.000000000000000000e+04 7.362619726336561143e-06 6.288579697866225615e-06 5.172551720278306675e-09 2.441570501332535059e-09 6.614799531234893948e-06 5.953989784757141024e-06 5.172551720278306675e-09 2.441570501332535059e-09 4.497595597058534622e-03
1.100000000000000000e+04 9.901002340484410524e-05 6.560861947946250439e-05 3.495190321700647473e-05 3.324508725199848413e-05 9.444672468816861510e-05 6.137379386927932501e-05 3.495190321700647473e-05 3.324508725199848413e-05 1.145205926150083542e-02
1.200000000000000000e+04 3.648920255727716722e-06 4.155363512836629525e-06 7.946350422116665868e-08 2.589928271845565178e-10 3.644356866061571054e-06 4.642839940061094239e-06 7.946350422116665868e-08 2.589928271845565178e-10 2.963884267956018448e-03
1.300000000000000000e+04 2.434447878840728663e-06 3.069684225920354947e-06 2.728791770323368837e-08 6.284395226430206094e-09 2.509396608729730360e-06 3.568743522919248790e-06 2.728791770323368837e-08 6.284395226430206094e-09 2.521949354559183121e-03
1.400000000000000000e+04 5.059175600763410330e-05 9.870458598015829921e-05 1.937176966748666018e-05 2.357501216465607285e-06 4.926227484247647226e-05 9.363668505102396011e-05 1.937176966748666018e-05 2.357501216465607285e-06 1.139303576201200485e-02
1.500000000000000000e+04 2.588248389656655490e-05 2.216917891928460449e-05 1.055878965416923165e-05 1.116679050028324127e-05 2.711695560719817877e-05 2.275581027788575739e-05 1.055878965416923165e-05 1.116679050028324127e-05 5.258733406662940979e-03
1.600000000000000000e+04 9.913374015013687313e-07 1.489568603574298322e-06 3.825648065003406373e-08 4.298783551348606125e-11 1.165191520158259664e-06 2.027088385148090310e-06 3.825648065003406373e-08 4.298783551348606125e-11 1.184020540677011013e-03
1.700000000000000000e+04 7.466578040293825325e-07 1.110935954784508795e-06 4.307115775148417924e-10 1.151079231931362301e-12 9.622605148251750506e-07 1.746168777572165709e-06 4.307115775148417924e-10 1.151079231931362301e-12 8.118470432236790657e-04
1.800000000000000000e+04 8.957397767517250031e-06 1.392284048051806167e-05 4.223915311740711331e-06 5.980854439258109778e-06 9.532574949844274670e-06 1.478331978432834148e-05 4.223915311740711331e-06 5.980854439258109778e-06 3.812719602137804031e-03
1.900000000000000000e+04 6.657682547484000679e-07 9.762653689904254861e-07 2.497365159115361166e-08 3.681762450469250325e-09 8.827020110402372666e-07 1.538042283755203243e-06 2.497365159115361166e-08 3.681762450469250325e-09 8.360661449842154980e-04
2.000000000000000000e+04 5.793064588033303153e-07 7.868061402405146509e-07 3.252049518565058861e-09 1.841726771090179682e-11 8.161316600308055058e-07 1.428937480341119226e-06 3.252049518565058861e-09 1.841726771090179682e-11 5.421997047960758209e-04
